TIME,TORSO_PELVIC_ANGLE_Z,LT_ELBOW_ANGLE_X,LT_SHOULDER_ANGLE_Z,LT_SHOULDER_ANGLE_X,LT_SHOULDER_ANGLE_Y,RT_KNEE_ANGLE_X,RT_KNEE_ANGULAR_VELOCITY,TORSO_ANGLE_X,TORSO_ANGLE_Y,PELVIC_ANGULAR_VELOCITY,TORSO_ANGULAR_VELOCITY,LT_ELBOW_ANGULAR_VELOCITY,LT_SHOULDER_ANGULAR_VELOCITY
2.408,1.5890706788241735,111.45671598854862,167.30434605397363,6.7695586924012305,103.21633810201189,44.054822666617035,260.0854845413034,11.283168818508098,12.266739312520794,493.8882281758437,854.4996103776498,786.4982948977815,-1245.396120178737
2.412,0.5955002152214315,107.85847239011753,171.78072580540473,5.598236344306978,103.15756281266245,42.98511440975316,285.1584660860725,12.556971546610429,12.427970710081107,499.4331200553491,852.3258261949401,1009.4647677367054,-1039.1986961231196
2.416,-0.3153415247531806,103.30135956852743,175.35285715171568,4.702842390488461,102.67013613905213,41.80456596729902,315.996612822139,13.884473812628872,12.506940792332996,505.07571734782516,846.0998310054637,1250.4147772387882,-755.005063259549
2.42,-1.1375419335365402,97.73914942457448,177.69109342272418,4.09517593866679,101.75864956339208,40.48387526141448,352.3446832848098,15.238529179425507,12.500921495097236,507.1290453485634,833.6408574121027,1495.7593660430907,-390.24746825839924
2.424,-1.8732340822358353,91.19313793693259,178.457599254274,3.779574869422898,100.46920420353625,38.995978549551104,392.8891169498496,16.59644403726983,12.408404300124422,502.16280875666473,813.6010296537372,1728.026080935967,50.97561883925445
2.428,-2.533494248888637,83.7661887178628,177.33672084490732,3.7506896041334996,98.8886610746589,37.32079814032716,435.4121710821309,17.9409715585271,12.228826082759834,487.6482466950238,785.6287290533339,1927.034742926158,556.7530553102638
2.432,-3.1372702985045193,75.64978052215248,174.07014666344944,3.9894861195940905,97.13799792244566,35.449167019591535,477.11314142288035,19.260116399909183,11.96267578480042,462.45584527483754,750.3279276357565,2071.7466535305703,1107.0513313270244
2.436,-3.7084034298681963,67.12127612685065,168.49293106181253,4.458353249027097,95.36009362594265,33.38532896652862,515.0174775664707,20.545989440386514,11.612035638852165,427.09309370422324,709.0600244076385,2142.6946070683466,1674.5428812695186
2.44,-4.271376139989972,58.52943013758486,160.56522053842139,5.096862736373226,93.70330996103985,31.14774200665347,546.3851467753743,21.793209645759184,11.18140962193451,383.6186794218153,663.6570371477761,2124.764621439075,2226.7239974638455
2.444,-4.8468103257139425,50.267584616432664,150.39399265314253,5.8199684553177065,92.30324142297859,28.768230654820876,569.0472372684342,22.997459047046934,10.678536973601515,335.2423845083315,616.1119617744898,2009.9545371121505,2729.22832004458
2.448,-5.447807853695433,42.73600394670696,138.2396751698538,6.5200636597877635,91.26574704253025,26.289746878105017,581.634036973485,24.15470154216978,10.114837644047553,285.69826439173255,568.2954505401096,1799.6159465870217,3149.934975996813
2.452,-6.077970175304099,36.29713974648401,124.50437149069808,7.073389483502371,90.65455118794543,23.763080291967018,583.6898740018329,25.261287537927227,9.505205580188356,238.5379771128074,521.733052214162,1505.6406267720236,3463.1733321575716
2.456,-6.731479096233843,31.22987827190721,109.70146242595743,7.3500710887291385,90.48598055223331,21.242846748325835,575.6833162061292,26.31479372891802,8.86703273113158,196.50986412742924,477.47094172194284,1150.130595500387,3653.137737307999
2.46,-7.395133350740647,27.690398740914603,94.410028920189,7.225968936541274,90.73173312541785,18.783065953596576,558.9141231753997,27.315171537192338,8.218564819575533,161.1606716914689,436.05386464144567,763.3357144140879,3715.6547996966515
2.464,-8.051835680956215,25.687404832727815,79.22083445054432,6.5940118517713655,91.32843398841148,16.432677651234698,535.307261236363,28.265728733274702,7.576897434328687,132.7321660630552,397.6240040364662,380.0468065287301,3657.770259421883
2.468,-8.684766160306618,25.077619243130172,64.68230348473755,5.372957855721745,92.1910336087824,14.231432338081664,507.09182545289497,29.173620999444495,6.956047963746232,110.34644529620216,362.1185502210918,35.07802375205109,3495.2045258852686
